date,shelter_city,sector,total_occupancy,total_capacity
2017-05-18,North York,co-ed,1429,822
2017-05-18,North York,family,2036,2023
2017-05-18,Scarborough,women,1264,895
2017-05-18,Scarborough,men,1244,2219
2017-05-18,Scarborough,youth,2027,2140
2017-05-18,Scarborough,co-ed,2163,946
2017-05-18,Scarborough,family,1569,2128
2017-05-18,Etobicoke,women,1225,1475
2017-05-18,Etobicoke,men,2662,1974
2017-05-18,Etobicoke,youth,2124,1939
2017-05-18,Etobicoke,co-ed,1937,2010
2017-05-18,Etobicoke,family,1065,1629
2017-05-19,Toronto,women,1028,1464
2017-05-19,Toronto,men,1625,1254
2017-05-19,Toronto,youth,1916,1678
2017-05-19,Toronto,co-ed,1758,1314
2017-05-19,Toronto,family,1722,2142
2017-05-19,North York,women,1643,1963
2017-05-19,North York,men,2111,1372
2017-05-19,North York,youth,1447,2274
2017-05-19,North York,co-ed,632,2268
2017-05-19,North York,family,1139,926
2017-05-19,Scarborough,women,2102,1787
2017-05-19,Scarborough,men,1424,1639
2017-05-19,Scarborough,youth,2360,987
2017-05-19,Scarborough,co-ed,2757,1734
2017-05-19,Scarborough,family,883,1626
2017-05-19,Etobicoke,women,895,1826
2017-05-19,Etobicoke,men,1931,2459
2017-05-19,Etobicoke,youth,1101,2600
2017-05-19,Etobicoke,co-ed,1198,1847
2017-05-19,Etobicoke,family,1577,2402
2017-05-20,Toronto,women,1430,1824
2017-05-20,Toronto,men,1463,2042
2017-05-20,Toronto,youth,1605,1043
2017-05-20,Toronto,co-ed,2015,2164
2017-05-20,Toronto,family,800,1009
2017-05-20,North York,women,2039,2407
2017-05-20,North York,men,1405,1284
2017-05-20,North York,youth,1509,1690
2017-05-20,North York,co-ed,1671,1862
2017-05-20,North York,family,1787,1986
2017-05-20,Scarborough,women,1559,2199
2017-05-20,Scarborough,men,1381,1974
2017-05-20,Scarborough,youth,935,1541
2017-05-20,Scarborough,co-ed,1767,2649
2017-05-20,Scarborough,family,1736,1809
2017-05-20,Etobicoke,women,1371,2857
2017-05-20,Etobicoke,men,1919,1283
2017-05-20,Etobicoke,youth,1308,1418
2017-05-20,Etobicoke,co-ed,2325,1643
2017-05-20,Etobicoke,family,1552,1753
2017-05-21,Toronto,women,987,2467
2017-05-21,Toronto,men,1987,1345
2017-05-21,Toronto,youth,2611,2357
2017-05-21,Toronto,co-ed,2145,1438
2017-05-21,Toronto,family,1550,2448
2017-05-21,North York,women,1468,1456
2017-05-21,North York,men,1733,1233
2017-05-21,North York,youth,1143,1454
2017-05-21,North York,co-ed,1044,2444
2017-05-21,North York,family,1877,943
2017-05-21,Scarborough,women,1619,2175
2017-05-21,Scarborough,men,2488,1765
2017-05-21,Scarborough,youth,1650,2507
2017-05-21,Scarborough,co-ed,1143,1390
2017-05-21,Scarborough,family,2017,2017
2017-05-21,Etobicoke,women,2166,2200
2017-05-21,Etobicoke,men,2761,2214
2017-05-21,Etobicoke,youth,1581,2176
2017-05-21,Etobicoke,co-ed,1668,3098
2017-05-21,Etobicoke,family,1082,1699
2017-05-22,Toronto,women,1296,1839
2017-05-22,Toronto,men,1596,732
2017-05-22,Toronto,youth,2439,1537
2017-05-22,Toronto,co-ed,1482,1867
2017-05-22,Toronto,family,1850,1607
2017-05-22,North York,women,1385,2377
2017-05-22,North York,men,1401,2649
2017-05-22,North York,youth,2090,1331
2017-05-22,North York,co-ed,1359,1177
2017-05-22,North York,family,2772,2283
2017-05-22,Scarborough,women,1773,1586
2017-05-22,Scarborough,men,1195,1774
2017-05-22,Scarborough,youth,1333,1714
2017-05-22,Scarborough,co-ed,1728,2168
2017-05-22,Scarborough,family,1365,923
2017-05-22,Etobicoke,women,1955,2406
2017-05-22,Etobicoke,men,1517,770
2017-05-22,Etobicoke,youth,1392,1154
2017-05-22,Etobicoke,co-ed,1254,1421
2017-05-22,Etobicoke,family,1280,1384
2017-05-23,Toronto,women,1210,1934
2017-05-23,Toronto,men,2690,1252
2017-05-23,Toronto,youth,2199,3016
2017-05-23,Toronto,co-ed,597,1863
2017-05-23,Toronto,family,1318,1470
2017-05-23,North York,women,1163,2472
2017-05-23,North York,men,2223,1771
2017-05-23,North York,youth,1285,1396
2017-05-23,North York,co-ed,1025,2218
2017-05-23,North York,family,1012,2014
2017-05-23,Scarborough,women,1552,1477
2017-05-23,Scarborough,men,1555,2125
2017-05-23,Scarborough,youth,1968,2343
2017-05-23,Scarborough,co-ed,778,1596
2017-05-23,Scarborough,family,1824,1834
2017-05-23,Etobicoke,women,1863,1227
2017-05-23,Etobicoke,men,1505,1441
2017-05-23,Etobicoke,youth,1307,1379
2017-05-23,Etobicoke,co-ed,1762,1752
2017-05-23,Etobicoke,family,1372,1300
2017-05-24,Toronto,women,1668,1740
2017-05-24,Toronto,men,1865,2512
2017-05-24,Toronto,youth,1697,1743
2017-05-24,Toronto,co-ed,1507,1659
2017-05-24,Toronto,family,1798,1917
2017-05-24,North York,women,1987,1820
2017-05-24,North York,men,1270,1684
2017-05-24,North York,youth,1136,792
2017-05-24,North York,co-ed,1583,2216
2017-05-24,North York,family,2245,1737
2017-05-24,Scarborough,women,2121,2347
2017-05-24,Scarborough,men,1973,2426
2017-05-24,Scarborough,youth,2214,1800
2017-05-24,Scarborough,co-ed,1652,1767
2017-05-24,Scarborough,family,666,1391
2017-05-24,Etobicoke,women,1126,1670
2017-05-24,Etobicoke,men,1114,1199
2017-05-24,Etobicoke,youth,1296,1245
2017-05-24,Etobicoke,co-ed,1887,2751
2017-05-24,Etobicoke,family,1253,2230
2017-05-25,Toronto,women,1403,2945
2017-05-25,Toronto,men,809,2096
2017-05-25,Toronto,youth,1116,2043
2017-05-25,Toronto,co-ed,1931,1845
2017-05-25,Toronto,family,1458,2406
2017-05-25,North York,women,2153,1852
2017-05-25,North York,men,2114,2573
2017-05-25,North York,youth,1398,1301
2017-05-25,North York,co-ed,2043,2519
2017-05-25,North York,family,1703,1923
2017-05-25,Scarborough,women,1608,670
2017-05-25,Scarborough,men,1257,1087
2017-05-25,Scarborough,youth,1906,1528
2017-05-25,Scarborough,co-ed,641,2749
2017-05-25,Scarborough,family,2284,1848
2017-05-25,Etobicoke,women,2587,1769
2017-05-25,Etobicoke,men,1689,1719
2017-05-25,Etobicoke,youth,2285,1970
2017-05-25,Etobicoke,co-ed,1751,2753
2017-05-25,Etobicoke,family,1701,1634
2017-05-26,Toronto,women,2820,2631
2017-05-26,Toronto,men,1520,1567
2017-05-26,Toronto,youth,1979,2388
2017-05-26,Toronto,co-ed,1675,2703
2017-05-26,Toronto,family,2079,1777
2017-05-26,North York,women,1188,2403
2017-05-26,North York,men,1660,1036
2017-05-26,North York,youth,1875,2315
2017-05-26,North York,co-ed,942,2039
2017-05-26,North York,family,931,2392
2017-05-26,Scarborough,women,1622,1854
2017-05-26,Scarborough,men,1123,2372
2017-05-26,Scarborough,youth,1702,1740
2017-05-26,Scarborough,co-ed,1096,1368
2017-05-26,Scarborough,family,1182,3047
2017-05-26,Etobicoke,women,1256,2502
2017-05-26,Etobicoke,men,2343,1855
2017-05-26,Etobicoke,youth,2215,1935
2017-05-26,Etobicoke,co-ed,1484,1959
2017-05-26,Etobicoke,family,2035,1357
2017-05-27,Toronto,women,1041,1726
2017-05-27,Toronto,men,1525,1290
2017-05-27,Toronto,youth,1570,2235
2017-05-27,Toronto,co-ed,1339,1680
2017-05-27,Toronto,family,1094,2381
2017-05-27,North York,women,1811,1805
2017-05-27,North York,men,1739,1733
2017-05-27,North York,youth,518,2166
2017-05-27,North York,co-ed,2127,1365
2017-05-27,North York,family,993,2393
2017-05-27,Scarborough,women,2210,779
2017-05-27,Scarborough,men,1399,2077
2017-05-27,Scarborough,youth,2246,1953
2017-05-27,Scarborough,co-ed,1715,1312
2017-05-27,Scarborough,family,1877,2335
2017-05-27,Etobicoke,women,2015,2059
2017-05-27,Etobicoke,men,1413,2135
2017-05-27,Etobicoke,youth,2215,1921
2017-05-27,Etobicoke,co-ed,883,1737
2017-05-27,Etobicoke,family,1448,1883
2017-05-28,Toronto,women,1658,1966
2017-05-28,Toronto,men,2226,2071
2017-05-28,Toronto,youth,1897,2337
2017-05-28,Toronto,co-ed,1067,1859
2017-05-28,Toronto,family,1596,1594
2017-05-28,North York,women,778,1969
2017-05-28,North York,men,1422,1429
2017-05-28,North York,youth,1808,1618
2017-05-28,North York,co-ed,1858,2299
2017-05-28,North York,family,1558,1118
2017-05-28,Scarborough,women,1658,2918
2017-05-28,Scarborough,men,1437,1931
2017-05-28,Scarborough,youth,1206,2298
2017-05-28,Scarborough,co-ed,1323,1131
2017-05-28,Scarborough,family,1649,1728
2017-05-28,Etobicoke,women,1540,2579
2017-05-28,Etobicoke,men,1696,1798
2017-05-28,Etobicoke,youth,777,1631
2017-05-28,Etobicoke,co-ed,1913,1440
2017-05-28,Etobicoke,family,1068,1524
2017-05-29,Toronto,women,1742,1808
2017-05-29,Toronto,men,2357,1754
2017-05-29,Toronto,youth,1195,1742
2017-05-29,Toronto,co-ed,2656,1432
2017-05-29,Toronto,family,1158,1733
2017-05-29,North York,women,1158,1931
2017-05-29,North York,men,1303,2078
2017-05-29,North York,youth,760,1673
2017-05-29,North York,co-ed,1985,2917
2017-05-29,North York,family,963,761
2017-05-29,Scarborough,women,1286,1541
2017-05-29,Scarborough,men,1661,487
2017-05-29,Scarborough,youth,1455,2112
2017-05-29,Scarborough,co-ed,1567,1801
2017-05-29,Scarborough,family,1490,2753
2017-05-29,Etobicoke,women,946,1371
2017-05-29,Etobicoke,men,1441,1920
2017-05-29,Etobicoke,youth,1550,1931
2017-05-29,Etobicoke,co-ed,1259,2390
2017-05-29,Etobicoke,family,1777,1878
2017-05-30,Toronto,women,1386,1625
2017-05-30,Toronto,men,2208,1626
2017-05-30,Toronto,youth,2108,1688
2017-05-30,Toronto,co-ed,1152,2842
2017-05-30,Toronto,family,1579,2093
2017-05-30,North York,women,1310,1068
2017-05-30,North York,men,1920,1379
2017-05-30,North York,youth,2012,2057
2017-05-30,North York,co-ed,352,430
2017-05-30,North York,family,1233,1668
2017-05-30,Scarborough,women,1557,1971
2017-05-30,Scarborough,men,1117,1455
2017-05-30,Scarborough,youth,1671,986
2017-05-30,Scarborough,co-ed,2434,1309
2017-05-30,Scarborough,family,1768,2066
2017-05-30,Etobicoke,women,1394,1922
2017-05-30,Etobicoke,men,1484,758
2017-05-30,Etobicoke,youth,1210,2048
2017-05-30,Etobicoke,co-ed,814,1991
2017-05-30,Etobicoke,family,1095,1939
2017-05-31,Toronto,women,1532,1204
2017-05-31,Toronto,men,1717,1624
2017-05-31,Toronto,youth,1195,1268
2017-05-31,Toronto,co-ed,1262,1842
2017-05-31,Toronto,family,2044,1695
2017-05-31,North York,women,2342,1955
2017-05-31,North York,men,1479,2275
2017-05-31,North York,youth,2276,1474
2017-05-31,North York,co-ed,1498,1082
2017-05-31,North York,family,1763,2444
2017-05-31,Scarborough,women,1724,1515
2017-05-31,Scarborough,men,1839,1326
2017-05-31,Scarborough,youth,1579,2151
2017-05-31,Scarborough,co-ed,1224,2180
2017-05-31,Scarborough,family,458,2280
2017-05-31,Etobicoke,women,1175,1100
2017-05-31,Etobicoke,men,994,1347
2017-05-31,Etobicoke,youth,2375,2018
2017-05-31,Etobicoke,co-ed,2214,1874
2017-05-31,Etobicoke,family,2227,1328
2017-06-01,Toronto,women,3231,2364
2017-06-01,Toronto,men,1818,2149
2017-06-01,Toronto,youth,1702,1236
2017-06-01,Toronto,co-ed,1803,2218
2017-06-01,Toronto,family,2377,1497
2017-06-01,North York,women,1226,537
2017-06-01,North York,men,1315,1501
2017-06-01,North York,youth,951,1986
2017-06-01,North York,co-ed,1417,2712
2017-06-01,North York,family,1171,1326
2017-06-01,Scarborough,women,857,1570
2017-06-01,Scarborough,men,2186,1200
2017-06-01,Scarborough,youth,598,1671
2017-06-01,Scarborough,co-ed,1761,1366
2017-06-01,Scarborough,family,1534,1779
2017-06-01,Etobicoke,women,1845,2242
2017-06-01,Etobicoke,men,2512,1905
2017-06-01,Etobicoke,youth,1716,2653
2017-06-01,Etobicoke,co-ed,1697,2630
2017-06-01,Etobicoke,family,2083,2514
2017-06-02,Toronto,women,1214,1785
2017-06-02,Toronto,men,2137,2671
2017-06-02,Toronto,youth,1150,1882
2017-06-02,Toronto,co-ed,1719,1183
2017-06-02,Toronto,family,718,1308
2017-06-02,North York,women,1884,1734
2017-06-02,North York,men,2062,2196
2017-06-02,North York,youth,1848,1906
2017-06-02,North York,co-ed,1262,1325
2017-06-02,North York,family,1411,1435
2017-06-02,Scarborough,women,1641,2783
2017-06-02,Scarborough,men,1843,1701
2017-06-02,Scarborough,youth,1560,1197
2017-06-02,Scarborough,co-ed,1307,1545
2017-06-02,Scarborough,family,2171,2597
2017-06-02,Etobicoke,women,1317,2414
2017-06-02,Etobicoke,men,1615,3238
2017-06-02,Etobicoke,youth,2365,2219
2017-06-02,Etobicoke,co-ed,1658,2435
2017-06-02,Etobicoke,family,1586,1920
2017-06-03,Toronto,women,872,2316
2017-06-03,Toronto,men,1564,2191
2017-06-03,Toronto,youth,1550,1593
2017-06-03,Toronto,co-ed,1810,1575
2017-06-03,Toronto,family,918,1602
2017-06-03,North York,women,2376,1606
2017-06-03,North York,men,1918,1551
2017-06-03,North York,youth,1527,1131
2017-06-03,North York,co-ed,1273,1588
2017-06-03,North York,family,1836,1337
2017-06-03,Scarborough,women,1302,2644
2017-06-03,Scarborough,men,1660,1922
2017-06-03,Scarborough,youth,2311,1429
2017-06-03,Scarborough,co-ed,1931,2308
2017-06-03,Scarborough,family,1391,1669
2017-06-03,Etobicoke,women,1450,1748
2017-06-03,Etobicoke,men,1686,2193
2017-06-03,Etobicoke,youth,1670,1496
2017-06-03,Etobicoke,co-ed,1819,1926
2017-06-03,Etobicoke,family,1085,1722
2017-06-04,Toronto,women,1638,2178
2017-06-04,Toronto,men,1317,1764
2017-06-04,Toronto,youth,1142,2366
2017-06-04,Toronto,co-ed,1761,2262
2017-06-04,Toronto,family,1408,2335
2017-06-04,North York,women,1759,1552
2017-06-04,North York,men,1508,1218
2017-06-04,North York,youth,503,1419
2017-06-04,North York,co-ed,1006,1918
2017-06-04,North York,family,1359,2169
2017-06-04,Scarborough,women,1789,1746
2017-06-04,Scarborough,men,935,2026
2017-06-04,Scarborough,youth,1205,1546
2017-06-04,Scarborough,co-ed,744,2185
2017-06-04,Scarborough,family,683,806
2017-06-04,Etobicoke,women,1490,1533
2017-06-04,Etobicoke,men,1206,2949
2017-06-04,Etobicoke,youth,2285,965
2017-06-04,Etobicoke,co-ed,1987,2352
2017-06-04,Etobicoke,family,2320,1359
2017-06-05,Toronto,women,1725,1964
2017-06-05,Toronto,men,725,1463
2017-06-05,Toronto,youth,1225,2008
2017-06-05,Toronto,co-ed,1584,2030
2017-06-05,Toronto,family,1628,1876
2017-06-05,North York,women,1791,1563
2017-06-05,North York,men,1113,1652
2017-06-05,North York,youth,1045,2232
2017-06-05,North York,co-ed,1459,1196
2017-06-05,North York,family,1868,2823
2017-06-05,Scarborough,women,1084,1809
2017-06-05,Scarborough,men,2446,2092
2017-06-05,Scarborough,youth,2105,1923
2017-06-05,Scarborough,co-ed,1091,1293
2017-06-05,Scarborough,family,986,1500
2017-06-05,Etobicoke,women,2205,1606
2017-06-05,Etobicoke,men,1919,1776
2017-06-05,Etobicoke,youth,1338,1638
2017-06-05,Etobicoke,co-ed,2258,2111
2017-06-05,Etobicoke,family,1311,1512
2017-06-06,Toronto,women,1003,1214
2017-06-06,Toronto,men,1842,2056
2017-06-06,Toronto,youth,2390,1051
2017-06-06,Toronto,co-ed,1461,2025
2017-06-06,Toronto,family,841,2000
2017-06-06,North York,women,1029,1493
2017-06-06,North York,men,1380,2286
2017-06-06,North York,youth,2025,2435
2017-06-06,North York,co-ed,1895,1981
2017-06-06,North York,family,1577,2101
2017-06-06,Scarborough,women,2095,1582
2017-06-06,Scarborough,men,1289,1421
2017-06-06,Scarborough,youth,2754,2085
2017-06-06,Scarborough,co-ed,1607,1937
2017-06-06,Scarborough,family,1193,2621
2017-06-06,Etobicoke,women,1517,1496
2017-06-06,Etobicoke,men,1512,1562
2017-06-06,Etobicoke,youth,1839,2021
2017-06-06,Etobicoke,co-ed,1570,2475
2017-06-06,Etobicoke,family,2642,2133
2017-06-07,Toronto,women,1367,2601
2017-06-07,Toronto,men,1815,571
2017-06-07,Toronto,youth,1913,1519
2017-06-07,Toronto,co-ed,962,1910
2017-06-07,Toronto,family,1513,1674
2017-06-07,North York,women,2149,2341
2017-06-07,North York,men,1046,1288
2017-06-07,North York,youth,1748,1253
2017-06-07,North York,co-ed,1125,1653
2017-06-07,North York,family,1216,2660
2017-06-07,Scarborough,women,1828,1490
2017-06-07,Scarborough,men,2056,2118
2017-06-07,Scarborough,youth,1966,2201
2017-06-07,Scarborough,co-ed,2275,1523
2017-06-07,Scarborough,family,795,1774
2017-06-07,Etobicoke,women,2400,2222
2017-06-07,Etobicoke,men,1805,1982
2017-06-07,Etobicoke,youth,1363,1966
2017-06-07,Etobicoke,co-ed,1664,1350
2017-06-07,Etobicoke,family,2045,1985
2017-06-08,Toronto,women,1782,2281
2017-06-08,Toronto,men,619,3184
2017-06-08,Toronto,youth,1269,2629
2017-06-08,Toronto,co-ed,1062,2070
2017-06-08,Toronto,family,1070,1359
2017-06-08,North York,women,1769,1684
2017-06-08,North York,men,1565,1030
2017-06-08,North York,youth,1344,2211
2017-06-08,North York,co-ed,1403,1686
2017-06-08,North York,family,2603,1852
2017-06-08,Scarborough,women,1969,1282
2017-06-08,Scarborough,men,1304,2200
2017-06-08,Scarborough,youth,1172,1812
2017-06-08,Scarborough,co-ed,1155,1649
2017-06-08,Scarborough,family,1900,1741
2017-06-08,Etobicoke,women,1295,606
2017-06-08,Etobicoke,men,2188,2408
2017-06-08,Etobicoke,youth,2037,2598
2017-06-08,Etobicoke,co-ed,1548,2712
2017-06-08,Etobicoke,family,1999,2520
2017-06-09,Toronto,women,1612,2343
2017-06-09,Toronto,men,1417,1361
2017-06-09,Toronto,youth,1291,1925
2017-06-09,Toronto,co-ed,550,1869
2017-06-09,Toronto,family,1695,2249
2017-06-09,North York,women,1877,1707
2017-06-09,North York,men,1948,2451
2017-06-09,North York,youth,2177,1618
2017-06-09,North York,co-ed,1696,1689
2017-06-09,North York,family,1521,1659
2017-06-09,Scarborough,women,2367,1212
2017-06-09,Scarborough,men,1484,701
2017-06-09,Scarborough,youth,1533,1131
2017-06-09,Scarborough,co-ed,1797,1688
2017-06-09,Scarborough,family,901,2253
2017-06-09,Etobicoke,women,445,1971
2017-06-09,Etobicoke,men,1319,1854
2017-06-09,Etobicoke,youth,1295,2122
2017-06-09,Etobicoke,co-ed,1673,2016
2017-06-09,Etobicoke,family,2093,1949
2017-06-10,Toronto,women,1686,1366
2017-06-10,Toronto,men,2160,1466
2017-06-10,Toronto,youth,1807,2033
2017-06-10,Toronto,co-ed,2376,1962
2017-06-10,Toronto,family,794,1730
2017-06-10,North York,women,1665,2976
2017-06-10,North York,men,2096,1187
2017-06-10,North York,youth,1702,1799
2017-06-10,North York,co-ed,903,2127
2017-06-10,North York,family,990,1565
2017-06-10,Scarborough,women,1956,1426
2017-06-10,Scarborough,men,802,1803
2017-06-10,Scarborough,youth,2253,1556
2017-06-10,Scarborough,co-ed,1926,1888
2017-06-10,Scarborough,family,1053,1913
2017-06-10,Etobicoke,women,1376,1269
2017-06-10,Etobicoke,men,1766,1123
2017-06-10,Etobicoke,youth,1586,3009
2017-06-10,Etobicoke,co-ed,2782,2554
2017-06-10,Etobicoke,family,2339,2092
2017-06-11,Toronto,women,1612,1938
2017-06-11,Toronto,men,1573,1413
2017-06-11,Toronto,youth,1167,2264
2017-06-11,Toronto,co-ed,1972,2246
2017-06-11,Toronto,family,1183,1743
2017-06-11,North York,women,929,1580
2017-06-11,North York,men,1100,2373
2017-06-11,North York,youth,1884,1849
2017-06-11,North York,co-ed,2598,1612
2017-06-11,North York,family,2810,1730
2017-06-11,Scarborough,women,1066,1666
2017-06-11,Scarborough,men,2575,800
2017-06-11,Scarborough,youth,1196,2199
2017-06-11,Scarborough,co-ed,1776,1745
2017-06-11,Scarborough,family,2465,1902
2017-06-11,Etobicoke,women,1649,1094
2017-06-11,Etobicoke,men,1346,2067
2017-06-11,Etobicoke,youth,1968,2760
2017-06-11,Etobicoke,co-ed,1636,2215
2017-06-11,Etobicoke,family,1643,1882
2017-06-12,Toronto,women,1474,1220
2017-06-12,Toronto,men,1857,1760
2017-06-12,Toronto,youth,910,797
2017-06-12,Toronto,co-ed,2541,1071
2017-06-12,Toronto,family,2033,1863
2017-06-12,North York,women,1436,1489
2017-06-12,North York,men,1906,1140
2017-06-12,North York,youth,948,1931
2017-06-12,North York,co-ed,997,2260
2017-06-12,North York,family,1670,2077
2017-06-12,Scarborough,women,1355,1407
2017-06-12,Scarborough,men,1475,2425
2017-06-12,Scarborough,youth,1856,1932
2017-06-12,Scarborough,co-ed,1208,2286
2017-06-12,Scarborough,family,1812,2072
2017-06-12,Etobicoke,women,2674,2089
2017-06-12,Etobicoke,men,1184,1333
2017-06-12,Etobicoke,youth,457,838
2017-06-12,Etobicoke,co-ed,1479,1060
2017-06-12,Etobicoke,family,1098,1819
2017-06-13,Toronto,women,1666,2517
2017-06-13,Toronto,men,1338,2246
2017-06-13,Toronto,youth,1462,1192
2017-06-13,Toronto,co-ed,1685,1942
2017-06-13,Toronto,family,1566,2036
2017-06-13,North York,women,1208,1461
2017-06-13,North York,men,1388,2277
2017-06-13,North York,youth,2173,2677
2017-06-13,North York,co-ed,1428,1338
2017-06-13,North York,family,1730,1841
2017-06-13,Scarborough,women,1271,1924
2017-06-13,Scarborough,men,2154,2601
2017-06-13,Scarborough,youth,1488,1700
2017-06-13,Scarborough,co-ed,1045,2055
2017-06-13,Scarborough,family,1895,1209
2017-06-13,Etobicoke,women,1963,1329
2017-06-13,Etobicoke,men,2090,1570
2017-06-13,Etobicoke,youth,2249,1680
2017-06-13,Etobicoke,co-ed,1462,2206
2017-06-13,Etobicoke,family,1648,1809
2017-06-14,Toronto,women,2421,2102
2017-06-14,Toronto,men,1867,1698
2017-06-14,Toronto,youth,976,2642
2017-06-14,Toronto,co-ed,788,1774
2017-06-14,Toronto,family,1424,1266
2017-06-14,North York,women,1944,1313
2017-06-14,North York,men,1498,535
2017-06-14,North York,youth,477,2193
2017-06-14,North York,co-ed,1562,2470
2017-06-14,North York,family,1643,2404
2017-06-14,Scarborough,women,1769,1462
2017-06-14,Scarborough,men,1258,2137
2017-06-14,Scarborough,youth,1121,305
2017-06-14,Scarborough,co-ed,1179,2420
2017-06-14,Scarborough,family,1557,2269
2017-06-14,Etobicoke,women,1579,1099
2017-06-14,Etobicoke,men,2134,2084
2017-06-14,Etobicoke,youth,1534,1665
2017-06-14,Etobicoke,co-ed,951,1919
2017-06-14,Etobicoke,family,2300,2397
